,Unnamed: 0,BaseDateTime_x,fenzhong,MMSI,BaseDateTime_y,LAT,LON,SOG,COG,Heading
131,131,2021-12-31 02:11:00.000000,2021-12-31 02:11,372821000,,23.69782854372477,-82.68523378735043,12.60052489544003,274.1677759893099,270.9562728268187
132,132,2021-12-31 02:12:00.000000,2021-12-31 02:12,372821000,2021-12-31 02:12:19.999999,23.69802,-82.68807,12.6,274.1,271.0
133,133,2021-12-31 02:13:00.000000,2021-12-31 02:13,372821000,2021-12-31 02:13:30.000000,23.69834,-82.69259,12.6,274.3,271.0
134,134,2021-12-31 02:14:00.000000,2021-12-31 02:14,372821000,2021-12-31 02:14:41.000000,23.69866,-82.69705,12.6,274.4,270.0
135,135,2021-12-31 02:15:00.000000,2021-12-31 02:15,372821000,2021-12-31 02:15:51.000000,23.69891,-82.7015,12.6,273.3,270.0
136,136,2021-12-31 02:16:00.000000,2021-12-31 02:16,372821000,2021-12-31 02:16:59.000000,23.69913,-82.70591,12.6,273.3,270.0
137,137,2021-12-31 02:17:00.000000,2021-12-31 02:17,372821000,,23.69924017381498,-82.70811594518625,12.54341123295821,273.5263443637376,270.2297262389038
138,138,2021-12-31 02:18:00.000000,2021-12-31 02:18,372821000,2021-12-31 02:18:10.000000,23.69936,-82.71036,12.5,273.1,270.0
139,139,2021-12-31 02:19:00.000000,2021-12-31 02:19,372821000,2021-12-31 02:19:20.000000,23.69959,-82.71485,12.5,272.1,269.0
140,140,2021-12-31 02:20:00.000000,2021-12-31 02:20,372821000,2021-12-31 02:20:30.000000,23.69977,-82.71929,12.4,272.3,269.0
141,141,2021-12-31 02:21:00.000001,2021-12-31 02:21,372821000,2021-12-31 02:21:40.999999,23.69993,-82.7237,12.4,272.6,269.0
142,142,2021-12-31 02:22:00.000000,2021-12-31 02:22,372821000,2021-12-31 02:22:51.000000,23.70011,-82.72818000000001,12.4,272.5,269.0
143,143,2021-12-31 02:23:00.000000,2021-12-31 02:23,372821000,,23.70021851377821,-82.73037625215669,12.39819887432462,272.7584781106719,267.6749261389259
144,144,2021-12-31 02:24:00.000000,2021-12-31 02:24,372821000,2021-12-31 02:24:01.000001,23.7003,-82.73249,12.4,272.6,267.0
145,145,2021-12-31 02:25:00.000001,2021-12-31 02:25,372821000,2021-12-31 02:25:09.000000,23.70041,-82.73680999999999,12.4,271.6,268.0
146,146,2021-12-31 02:26:00.000000,2021-12-31 02:26,372821000,2021-12-31 02:26:20.000000,23.7005,-82.74126,12.4,271.6,267.0
147,147,2021-12-31 02:27:00.000000,2021-12-31 02:27,372821000,2021-12-31 02:27:29.999999,23.70059,-82.74559,12.4,271.6,268.0
148,148,2021-12-31 02:28:00.000000,2021-12-31 02:28,372821000,2021-12-31 02:28:41.000000,23.70067,-82.75005999999999,12.4,271.4,268.0
149,149,2021-12-31 02:29:00.000000,2021-12-31 02:29,372821000,2021-12-31 02:29:50.000001,23.70076,-82.75445,12.4,271.3,268.0
150,150,2021-12-31 02:29:59.999999,2021-12-31 02:30,372821000,,23.70081116353732,-82.7564622793035,12.40224321852222,271.3757651215731,268.3533080274554
151,151,2021-12-31 02:31:00.000000,2021-12-31 02:31,372821000,2021-12-31 02:31:00.000000,23.70089,-82.75891,12.4,271.5,268.0
152,152,2021-12-31 02:32:00.000000,2021-12-31 02:32,372821000,2021-12-31 02:32:20.000000,23.70103,-82.76394,12.4,271.6,267.0
153,153,2021-12-31 02:33:00.000000,2021-12-31 02:33,372821000,2021-12-31 02:33:21.000000,23.70109,-82.76765999999999,12.4,271.8,268.0
154,154,2021-12-31 02:33:59.999999,2021-12-31 02:34,372821000,2021-12-31 02:34:40.000000,23.70119,-82.77258,12.3,271.7,267.0
155,155,2021-12-31 02:35:00.000000,2021-12-31 02:35,372821000,2021-12-31 02:35:49.000000,23.70127,-82.77696999999999,12.4,271.2,267.0
156,156,2021-12-31 02:36:00.000000,2021-12-31 02:36,372821000,2021-12-31 02:36:59.000000,23.70137,-82.78135999999999,12.4,270.9,267.0
157,157,2021-12-31 02:37:00.000000,2021-12-31 02:37,372821000,,23.70141388301411,-82.78318573755698,12.4162265794277,270.9362459930551,266.975430652771
158,158,2021-12-31 02:38:00.000000,2021-12-31 02:38,372821000,2021-12-31 02:38:00.000000,23.70145,-82.78511999999999,12.4,271.0,267.0
159,159,2021-12-31 02:39:00.000000,2021-12-31 02:39,372821000,2021-12-31 02:39:10.000000,23.70153,-82.78957,12.3,270.9,267.0
